Category,Year,Award,Title,Mappers,Link
28th Cacowards 2021,2021,Honorable Mentions,Testing Pool,Zan-zan-zawa-veia,https://www.doomworld.com/applications/core/interface/file/attachment.php?id=125543
28th Cacowards 2021,2021,Honorable Mentions,Bourgeois Megawad,"Decay, Adam Post (Doomkid) and Razgriz",https://www.doomworld.com/idgames/?file=levels/doom2/deathmatch/megawads/bourgfix
28th Cacowards 2021,2021,Honorable Mentions,NoReason's Speedmaps 3,NoReason,https://www.doomworld.com/idgames/?file=levels/doom2/Ports/megawads/nosp3
28th Cacowards 2021,2021,Honorable Mentions,Literalism,Various,https://mfg38.github.io/files/doom_wads/literalism.zip
28th Cacowards 2021,2021,Honorable Mentions,Archi-TEK,Romsu89,
28th Cacowards 2021,2021,Honorable Mentions,The Event Horizon,Killer5,https://www.doomworld.com/idgames/?file=levels/doom2/Ports/d-f/ehorizon
28th Cacowards 2021,2021,Special Features,10 Years of Doom contest,Various,
28th Cacowards 2021,2021,Special Features,15 Years a Doomer contest,Various,
28th Cacowards 2021,2021,Special Features,Rabbit's All-comers Mapping Project (RAMP),Various,
28th Cacowards 2021,2021,Multiplayer Awards,Rott!Zone,Matt Cibulas (RottKing),
28th Cacowards 2021,2021,Multiplayer Awards,Insanity Deathmatch,Kalle Soittila (Kaapeli47),
28th Cacowards 2021,2021,Multiplayer Awards,Strife Coop Patch Project,Nash Muhandes,
28th Cacowards 2021,2021,Gameplay Mod Awards,Painslayer,Agent_Ash,
28th Cacowards 2021,2021,Gameplay Mod Awards,WidePix,Nash Muhandes,
28th Cacowards 2021,2021,Gameplay Mod Awards,Corruption Cards,Mike Hill (CutmanMike),
28th Cacowards 2021,2021,Machaward,The UnMaking,scwiba,https://www.doomworld.com/applications/core/interface/file/attachment.php?id=226564
29th Cacowards 2022,2022,Winners,The Magenta Spire,Cole Bryden (thelamp),https://www.doomworld.com/idgames/?file=levels/doom2/Ports/megawads/magspire
29th Cacowards 2022,2022,Winners,Jumpwad,Grain of Salt and (Ribbiks),https://www.rbkz.net/doom/jumpwad.zip
29th Cacowards 2022,2022,Winners,Ozonia,Tomás Soares (Deadwing),https://www.doomworld.com/idgames/?file=levels/doom2/Ports/megawads/ozonia
29th Cacowards 2022,2022,Winners,Elementalism: Phase 1,Various,
29th Cacowards 2022,2022,Winners,Dust Devil,Captain Toenail,https://www.doomworld.com/idgames/?file=levels/doom2/Ports/d-f/dustdevil
29th Cacowards 2022,2022,Winners,Malevolence E1,Cheesewheel,
29th Cacowards 2022,2022,Winners,Don't Turn Your Back on the City,Trashbang,https://www.doomworld.com/idgames/?file=levels/doom2/Ports/d-f/dtybotc
29th Cacowards 2022,2022,Winners,Knee-Deep in Knee-Deep in Zdoom,Sarah Mancuso (esselfortium),https://www.doomworld.com/idgames/levels/doom2/megawads/kdikdizd
29th Cacowards 2022,2022,Winners,The 10x10 Project,LunchLunch,https://www.doomworld.com/idgames/?file=levels/doom2/Ports/0-9/10x10
29th Cacowards 2022,2022,Winners,Overboard,Cyriak Harris (mouldy),https://www.doomworld.com/idgames/?file=levels/doom2/Ports/megawads/overboard
29th Cacowards 2022,2022,Runners-Up,Bellatrix: Tales of Orionis (Episode 1),Franck Livolant (franckFRAG),https://www.doomworld.com/idgames/levels/doom2/a-c/bx_e1
29th Cacowards 2022,2022,Runners-Up,Solar Struggle,Various,https://www.doomworld.com/idgames/?file=levels/doom/Ports/megawads/sstruggle
29th Cacowards 2022,2022,Runners-Up,Altars of Madness,Alex Decker (myolden),https://www.doomworld.com/idgames/?file=levels/doom2/Ports/a-c/aom
29th Cacowards 2022,2022,Runners-Up,Capybara,Various,https://www.doomworld.com/idgames/?file=levels/doom2/Ports/megawads/capybara
29th Cacowards 2022,2022,Runners-Up,Pagodia,Various,https://www.doomworld.com/idgames/?file=levels/doom2/p-r/pagodia
29th Cacowards 2022,2022,Runners-Up,Anomaly Report,Michael Jan Krizik (valkiriforce),https://www.doomworld.com/idgames/?file=levels/doom2/megawads/ar
29th Cacowards 2022,2022,Runners-Up,2022: A Doom Odyssey,Various,https://www.doomworld.com/idgames/?file=levels/doom/Ports/megawads/2022ado
29th Cacowards 2022,2022,Runners-Up,Shallow World E1,Peter Blacha (Shawny),https://www.doomworld.com/idgames/?file=levels/doom2/Ports/s-u/shallowwe1
29th Cacowards 2022,2022,Runners-Up,Declared New Apocalypse,Kan3,
29th Cacowards 2022,2022,Runners-Up,Dance on the Water,Various,https://www.doomworld.com/idgames/?file=levels/doom2/Ports/d-f/dotw
29th Cacowards 2022,2022,Honorable Mentions,Occula,Bemused and Thomas Seifert (tourniquet),
29th Cacowards 2022,2022,Honorable Mentions,Atonement,Matthew DeCalzadilla (Moustachio),https://www.doomworld.com/idgames/?file=levels/doom2/megawads/atone
29th Cacowards 2022,2022,Honorable Mentions,Infection,Dennis Meuwissen (Exl) ,https://www.doomworld.com/idgames/?file=levels/doom2/Ports/g-i/infectio
29th Cacowards 2022,2022,Honorable Mentions,POOGERS,Various,https://www.doomworld.com/idgames/?file=levels/doom2/Ports/megawads/poogers
29th Cacowards 2022,2022,Honorable Mentions,Pocket Slaughter,Sander Florisson (SCF),https://www.doomworld.com/idgames/levels/doom2/Ports/megawads/pckslgt-v2
29th Cacowards 2022,2022,Honorable Mentions,PUSS IX: Mapping at Warpspeed,Various,https://www.doomworld.com/idgames/levels/doom2/Ports/megawads/pussix-warp
29th Cacowards 2022,2022,Honorable Mentions,Nostalgia,Alex Decker (myolden),https://www.doomworld.com/idgames/?file=levels/doom2/Ports/megawads/nostalgia
29th Cacowards 2022,2022,Honorable Mentions,Nensha,RonnieJamesDiner,https://www.doomworld.com/idgames/?file=levels/doom2/Ports/m-o/nensha
29th Cacowards 2022,2022,Honorable Mentions,Sign of Torment,Kain D.,https://www.doomworld.com/idgames/?file=levels/doom2/Ports/megawads/sot
29th Cacowards 2022,2022,Honorable Mentions,Wretched Flesh,HALFCOOL,https://www.doomworld.com/idgames/?file=levels/doom2/Ports/v-z/wretchedflsh
29th Cacowards 2022,2022,Honorable Mentions,Plutonia Revisited Community Project 2,Various,https://www.doomworld.com/idgames/?file=levels/doom2/Ports/megawads/prcp2
29th Cacowards 2022,2022,Honorable Mentions,Hydrosphere,Brian Irving (Bri),https://www.doomworld.com/idgames/?file=levels/doom2/Ports/g-i/hydrosphere
29th Cacowards 2022,2022,Honorable Mentions,Ante Mortem Episode 1,Snaxalotl,
29th Cacowards 2022,2022,Honorable Mentions,Caffeine Injection,Misty,https://www.doomworld.com/idgames/?file=levels/doom2/Ports/a-c/caf_inj
29th Cacowards 2022,2022,Honorable Mentions,Ethereal Breakdown,Various,
29th Cacowards 2022,2022,Honorable Mentions,Corrupted Cistern,Christopher Lutz,https://www.doomworld.com/idgames/?file=levels/doom2/Ports/a-c/cis-lutz
29th Cacowards 2022,2022,Honorable Mentions,Azazel's Second Descent,Bloodbath Giraffe,https://www.doomworld.com/idgames/?file=levels/doom2/Ports/megawads/azazeldescen
29th Cacowards 2022,2022,Honorable Mentions,100 Line Massacre,NinjaDelphox and Arsinikk,https://www.doomworld.com/idgames/?file=levels/doom2/megawads/100lnm
29th Cacowards 2022,2022,Honorable Mentions,Elysium's Curse Episode 1,Bri,
29th Cacowards 2022,2022,Honorable Mentions,The Box of a Thousand Demons,Cristiana Montanari (Thelokk),https://www.doomworld.com/idgames/?file=levels/doom2/Ports/megawads/boa2kd
29th Cacowards 2022,2022,Honorable Mentions,Relyctum,BeeWen,
29th Cacowards 2022,2022,Honorable Mentions,Irkalla,Various,https://www.doomworld.com/idgames/?file=levels/doom2/Ports/g-i/irkalla
29th Cacowards 2022,2022,Special Features,Jamal Jones - Doomkid's 20 Years Mapping Contest,Various,
29th Cacowards 2022,2022,Special Features,Greenian,BeeWen,
29th Cacowards 2022,2022,Special Features,Doom CE,molecicco,
29th Cacowards 2022,2022,Multiplayer Awards,Horde mode for Odamex & Hordamex,Various,
29th Cacowards 2022,2022,Multiplayer Awards,Frantik DM 2,Colton Murchison (Arrowhead),
29th Cacowards 2022,2022,Gameplay Mod Awards,Gun Bonsai,ToxicFrog,
29th Cacowards 2022,2022,Gameplay Mod Awards,Voxel Doom,Cheello,
